Task ID,Task Type,Argument,Result
371,sin,0.349603,0.342525
373,sin,4.408037,-0.954041
376,sin,4.682600,-0.999556
379,sin,3.963946,-0.732750
382,sin,9.505749,-0.080883
383,sin,2.585638,0.527754
387,sin,7.087462,0.720329
390,sin,2.479170,0.615029
393,sin,4.061842,-0.795753
396,sin,4.847610,-0.990872
398,sin,0.853427,0.753538
401,sin,7.728560,0.992145
403,sin,4.005455,-0.760357
405,sin,8.584582,0.744774
408,sin,7.486924,0.933387
410,sin,7.148128,0.761058
412,sin,4.323554,-0.925352
415,sin,5.648643,-0.592809
420,sin,3.791358,-0.604999
424,sin,7.196229,0.791368
426,sin,6.276369,-0.006816
428,sin,7.244772,0.820101
432,sin,4.285586,-0.910294
434,sin,7.241145,0.818020
438,sin,7.705961,0.989065
442,sin,5.549081,-0.669922
444,sin,4.810970,-0.995145
449,sin,6.152715,-0.130100
453,sin,3.935288,-0.712950
457,sin,9.486562,-0.061745
461,sin,1.675744,0.994498
464,sin,4.023181,-0.771750
466,sin,4.732110,-0.999806
469,sin,5.036419,-0.947960
471,sin,9.046307,0.369500
475,sin,8.469252,0.816618
479,sin,4.035961,-0.779814
483,sin,6.711856,0.415663
486,sin,4.264217,-0.901241
489,sin,2.498435,0.599725
491,sin,5.537097,-0.678771
494,sin,8.737179,0.634683
496,sin,9.472728,-0.047931
501,sin,1.350976,0.975937
504,sin,4.502813,-0.978119
507,sin,8.523075,0.784384
509,sin,2.147154,0.838453
511,sin,8.410597,0.849048
513,sin,1.406289,0.986499
516,sin,0.867544,0.762743
517,sin,3.947377,-0.721374
520,sin,5.870281,-0.401272
523,sin,2.471059,0.621404
526,sin,2.945624,0.194717
528,sin,0.978604,0.829719
530,sin,3.277871,-0.135856
532,sin,2.162033,0.830252
536,sin,9.021456,0.392476
539,sin,1.668079,0.995272
542,sin,1.034152,0.859429
546,sin,3.646602,-0.483816
549,sin,8.245162,0.924460
551,sin,3.491365,-0.342684
554,sin,6.789724,0.485154
555,sin,3.136197,0.005396
558,sin,4.551603,-0.987102
561,sin,9.495439,-0.070602
564,sin,4.756909,-0.999009
567,sin,9.078518,0.339382
570,sin,7.371857,0.886012
572,sin,3.669153,-0.503427
575,sin,6.208555,-0.074561
577,sin,2.928583,0.211403
581,sin,5.248258,-0.859825
583,sin,2.169818,0.825888
586,sin,5.201129,-0.882925
589,sin,0.208134,0.206634
591,sin,4.619823,-0.995719
594,sin,7.195479,0.790909
598,sin,9.559255,-0.134072
601,sin,4.971622,-0.966587
603,sin,3.163300,-0.021705
606,sin,0.576628,0.545200
608,sin,3.652790,-0.489222
610,sin,7.815222,0.999249
614,sin,4.598919,-0.993569
616,sin,6.307203,0.024015
619,sin,8.471252,0.815461
622,sin,4.819289,-0.994292
623,sin,1.119795,0.900011
627,sin,2.520942,0.581564
629,sin,1.820858,0.968897
632,sin,7.761528,0.995729
637,sin,1.607457,0.999328
639,sin,7.827816,0.999658
641,sin,1.129846,0.904346
642,sin,4.385479,-0.947039
645,sin,5.138544,-0.910562
648,sin,7.853221,1.000000
650,sin,7.746914,0.994274
653,sin,2.697285,0.429833
656,sin,2.100861,0.862775
659,sin,9.933882,-0.487395
661,sin,5.787612,-0.475536
664,sin,8.936695,0.468934
667,sin,3.151259,-0.009666
671,sin,6.312684,0.029495
674,sin,3.206275,-0.064637
677,sin,9.688625,-0.260796
680,sin,8.312412,0.896748
683,sin,0.233732,0.231610
686,sin,7.582361,0.963337
689,sin,3.653227,-0.489603
692,sin,7.011573,0.665667
694,sin,4.535838,-0.984455
696,sin,8.779916,0.601088
698,sin,6.991156,0.650294
700,sin,7.565030,0.958543
703,sin,4.117835,-0.828398
706,sin,2.389434,0.683217
709,sin,9.397574,0.027200
710,sin,9.602344,-0.176634
714,sin,9.760224,-0.329190
717,sin,9.963425,-0.512975
720,sin,8.326251,0.890538
723,sin,2.818153,0.317830
726,sin,6.555539,0.268999
728,sin,3.350314,-0.207209
731,sin,7.200782,0.794144
734,sin,4.477020,-0.972428
737,sin,7.198341,0.792657
739,sin,0.471846,0.454532
742,sin,4.716184,-0.999993
744,sin,6.691587,0.397143
748,sin,5.713589,-0.539292
751,sin,4.571040,-0.990027
753,sin,2.922018,0.217815
755,sin,7.084180,0.718049
758,sin,2.234969,0.787427
761,sin,3.868196,-0.664335
763,sin,4.036705,-0.780279
765,sin,8.191047,0.943729
768,sin,6.193604,-0.089461
771,sin,0.204989,0.203557
773,sin,6.657137,0.365297
776,sin,7.491501,0.935020
778,sin,8.042509,0.982281
782,sin,6.170346,-0.112600
784,sin,0.713451,0.654447
787,sin,5.359164,-0.798032
790,sin,4.423245,-0.958488
791,sin,2.816091,0.319784
795,sin,5.261843,-0.852810
796,sin,7.709252,0.989545
799,sin,7.423457,0.908747
802,sin,5.113774,-0.920521
804,sin,1.972615,0.920351
806,sin,6.892152,0.572020
809,sin,1.096251,0.889501
813,sin,3.508864,-0.359070
816,sin,5.412540,-0.764745
820,sin,3.131612,0.009981
824,sin,2.108382,0.858948
826,sin,7.879657,0.999670
828,sin,4.342029,-0.932197
830,sin,2.157717,0.832650
833,sin,8.486047,0.806809
836,sin,7.523356,0.945839
839,sin,1.501545,0.997603
842,sin,6.531090,0.245373
845,sin,6.954946,0.622365
849,sin,7.760927,0.995674
854,sin,4.199562,-0.871361
857,sin,2.456483,0.632758
859,sin,1.543289,0.999622
862,sin,1.779639,0.978271
865,sin,6.217985,-0.065155
869,sin,9.985900,-0.532136
872,sin,2.113833,0.856143
876,sin,0.426127,0.413347
878,sin,1.202891,0.933083
882,sin,1.274318,0.956371
886,sin,5.534797,-0.680459
888,sin,2.445307,0.641373
890,sin,0.151552,0.150973
892,sin,5.730707,-0.524798
895,sin,9.192794,0.229909
896,sin,8.684949,0.674162
899,sin,5.560919,-0.661087
907,sin,9.370334,0.054417
912,sin,3.934931,-0.712699
914,sin,4.988877,-0.962020
919,sin,8.609460,0.727944
922,sin,9.171656,0.250428
926,sin,5.503603,-0.702983
929,sin,3.110786,0.030802
932,sin,3.696507,-0.526871
936,sin,4.566407,-0.989363
939,sin,1.451017,0.992835
942,sin,6.805206,0.498632
945,sin,9.454418,-0.029636
947,sin,6.718328,0.421540
949,sin,8.050378,0.980776
951,sin,1.845028,0.962633
953,sin,9.078300,0.339587
958,sin,1.000783,0.841894
961,sin,0.798020,0.715975
964,sin,5.387094,-0.780892
967,sin,3.454301,-0.307636
970,sin,9.117017,0.302925
972,sin,1.274385,0.956391
976,sin,7.973219,0.992900
979,sin,2.558589,0.550534
982,sin,4.639241,-0.997326
984,sin,1.026598,0.855543
987,sin,6.821797,0.512945
991,sin,7.064530,0.704235
995,sin,2.232476,0.788962
997,sin,4.405047,-0.953141
999,sin,7.953204,0.995082
1005,sin,6.724764,0.427368
1008,sin,0.680099,0.628870
1010,sin,7.192488,0.789076
1013,sin,1.767904,0.980637
1016,sin,1.603951,0.999450
1019,sin,5.133735,-0.912539
1021,sin,9.419376,0.005402
1024,sin,9.577101,-0.151734
1028,sin,2.558625,0.550504
1030,sin,7.096062,0.726267
1033,sin,3.785368,-0.600219
1036,sin,6.940277,0.610817
1038,sin,1.405255,0.986329
1041,sin,2.899688,0.239552
1044,sin,8.087731,0.972805
1047,sin,1.103677,0.892869
1050,sin,5.461021,-0.732621
1053,sin,3.942939,-0.718293
1055,sin,2.869912,0.268351
1058,sin,1.420724,0.988760
1061,sin,9.908729,-0.465280
1064,sin,6.751306,0.451210
1066,sin,9.647384,-0.220772
1069,sin,5.788323,-0.474910
1071,sin,3.800240,-0.612048
1076,sin,5.860515,-0.410197
1079,sin,2.233779,0.788160
1083,sin,8.361127,0.874135
1087,sin,9.007229,0.405521
1091,sin,5.369393,-0.791826
1095,sin,3.963464,-0.732422
1098,sin,8.232900,0.929065
1101,sin,5.406681,-0.768507
1104,sin,8.620712,0.720183
1106,sin,8.064230,0.977979
1109,sin,7.754454,0.995051
1112,sin,3.927228,-0.707274
1116,sin,5.018860,-0.953404
1119,sin,9.548096,-0.123006
1122,sin,2.949166,0.191241
1123,sin,8.962085,0.446360
1126,sin,5.640485,-0.599359
1128,sin,5.386143,-0.781485
1133,sin,4.260660,-0.899694
1136,sin,3.495549,-0.346611
1138,sin,0.107796,0.107587
1141,sin,1.296018,0.962485
1143,sin,6.879218,0.561364
1144,sin,7.022558,0.673825
1147,sin,3.714492,-0.542071
1150,sin,8.582218,0.746349
1154,sin,3.839646,-0.642728
1156,sin,1.784286,0.977297
1159,sin,8.402410,0.853345
1162,sin,1.596791,0.999662
1167,sin,0.094570,0.094429
1170,sin,0.820410,0.731425
1173,sin,1.169015,0.920366
1176,sin,5.371439,-0.790575
1178,sin,5.334868,-0.812435
1182,sin,4.820830,-0.994126
1186,sin,3.001728,0.139409
1190,sin,3.126784,0.014809
1194,sin,7.563793,0.958190
1198,sin,9.216852,0.206431
1200,sin,3.443096,-0.296956
1202,sin,6.789615,0.485058
1206,sin,8.942693,0.463627
1209,sin,8.406141,0.851394
1211,sin,5.753450,-0.505305
1214,sin,0.916460,0.793452
1217,sin,1.676054,0.994466
1219,sin,0.460657,0.444537
1223,sin,2.370881,0.696646
1226,sin,7.206038,0.797327
1230,sin,2.373830,0.694527
1232,sin,7.885681,0.999498
1235,sin,0.317864,0.312538
1238,sin,4.542508,-0.985605
1241,sin,7.310166,0.855741
1244,sin,2.048643,0.887987
1248,sin,2.791926,0.342585
1251,sin,0.475729,0.457986
1254,sin,6.646359,0.355243
1257,sin,1.094911,0.888888
1260,sin,8.710243,0.655266
1262,sin,0.077578,0.077500
1264,sin,4.270482,-0.903938
1266,sin,1.157149,0.915661
1270,sin,0.068249,0.068196
1275,sin,1.157433,0.915775
1278,sin,8.513205,0.790468
1281,sin,2.328987,0.726082
1285,sin,7.429312,0.911175
1289,sin,5.655774,-0.587051
1293,sin,9.606125,-0.180355
1297,sin,4.638746,-0.997290
1302,sin,9.661479,-0.234497
1305,sin,0.575961,0.544641
1308,sin,8.945649,0.461006
1311,sin,6.085877,-0.196031
1314,sin,3.450501,-0.304019
1316,sin,6.904148,0.581818
1319,sin,7.204246,0.796244
1322,sin,4.052772,-0.790227
1324,sin,7.615757,0.971759
1326,sin,0.937748,0.806228
1330,sin,5.723856,-0.530618
1333,sin,0.608876,0.571946
1336,sin,5.919427,-0.355789
1339,sin,2.918585,0.221164
1343,sin,6.410702,0.127172
1346,sin,2.999310,0.141803
1350,sin,2.172032,0.824637
1353,sin,5.526508,-0.686510
1356,sin,1.474314,0.995349
1358,sin,8.872995,0.524206
1359,sin,6.367829,0.084542
1362,sin,1.922989,0.938619
1365,sin,0.876498,0.768503
1367,sin,2.298445,0.746740
1370,sin,0.234885,0.232732
1372,sin,7.468564,0.926641
1375,sin,9.586019,-0.160543
1379,sin,5.290314,-0.837598
1382,sin,6.833770,0.523185
1385,sin,4.978826,-0.964715
1388,sin,3.103266,0.038317
1391,sin,1.350268,0.975782
1395,sin,1.255534,0.950715
1398,sin,3.856392,-0.655466
1402,sin,3.108712,0.032874
1405,sin,9.776086,-0.344126
1407,sin,2.524778,0.578440
1411,sin,4.178848,-0.861011
1415,sin,8.534839,0.777034
1419,sin,9.948782,-0.500351
1422,sin,9.733255,-0.303608
1425,sin,5.783126,-0.479478
1429,sin,0.137166,0.136736
1432,sin,4.465807,-0.969752
1436,sin,5.873131,-0.398659
1438,sin,1.610909,0.999196
1441,sin,9.417799,0.006979
1443,sin,7.208964,0.799089
1447,sin,7.334900,0.868275
1450,sin,3.697135,-0.527404
1454,sin,3.520737,-0.370126
1458,sin,7.174087,0.777639
1461,sin,6.532331,0.246576
1465,sin,8.793327,0.590317
1469,sin,3.625033,-0.464828
1472,sin,9.428706,-0.003928
1476,sin,5.390887,-0.778516
1479,sin,2.479507,0.614763
1482,sin,2.086031,0.870177
1485,sin,9.983324,-0.529954
1487,sin,7.761650,0.995740
1490,sin,5.764488,-0.495749
1493,sin,1.605750,0.999389
1496,sin,2.432140,0.651418
1499,sin,5.875288,-0.396680
1502,sin,5.462747,-0.731445
1506,sin,3.943694,-0.718818
1509,sin,5.989771,-0.289223
1512,sin,6.859477,0.544918
1516,sin,1.292063,0.961405
1519,sin,9.737256,-0.307418
1522,sin,2.462655,0.627967
1526,sin,9.374409,0.050348
1529,sin,5.569967,-0.654271
1532,sin,6.574264,0.286986
1534,sin,2.493775,0.603448
1538,sin,2.410430,0.667736
1541,sin,5.249429,-0.859227
1544,sin,9.113246,0.306518
1547,sin,9.726800,-0.297451
1550,sin,8.518823,0.787015
1553,sin,1.636424,0.997847
1556,sin,1.822333,0.968531
1559,sin,8.131243,0.961809
1562,sin,5.035668,-0.948199
1565,sin,5.374239,-0.788857
1569,sin,2.790212,0.344195
1573,sin,3.268578,-0.126645
1576,sin,4.886800,-0.984829
1579,sin,4.442705,-0.963855
1581,sin,0.366873,0.358699
1584,sin,1.433290,0.990561
1587,sin,4.254403,-0.896945
1590,sin,7.906093,0.998643
1593,sin,9.335018,0.089640
1596,sin,3.065225,0.076293
1599,sin,3.311096,-0.168693
1601,sin,8.865517,0.530560
1604,sin,5.368215,-0.792545
1607,sin,8.641046,0.705927
1609,sin,6.570688,0.283558
1612,sin,3.792799,-0.606147
1616,sin,8.105581,0.968515
1619,sin,1.642793,0.997409
1622,sin,0.840892,0.745238
1625,sin,1.191544,0.928942
1628,sin,5.912776,-0.361997
1631,sin,2.252375,0.776579
1634,sin,1.553628,0.999853
1638,sin,0.833337,0.740180
1640,sin,0.703975,0.647253
1642,sin,0.926467,0.799503
1645,sin,3.990341,-0.750453
1648,sin,4.360107,-0.938588
1651,sin,6.829998,0.519967
1654,sin,7.485198,0.932767
1657,sin,0.639497,0.596792
1659,sin,5.473923,-0.723778
1662,sin,2.630760,0.488904
1664,sin,3.092604,0.048969
1667,sin,6.137257,-0.145411
1670,sin,5.020740,-0.952835
1673,sin,7.705854,0.989049
1676,sin,1.274517,0.956429
1679,sin,7.791449,0.998045
1684,sin,0.368115,0.359858
1686,sin,9.984908,-0.531296
1689,sin,3.319176,-0.176651
1692,sin,4.585625,-0.991976
1694,sin,6.407221,0.123718
1697,sin,1.091486,0.887313
1699,sin,5.434612,-0.750338
1702,sin,3.671297,-0.505278
1704,sin,5.003836,-0.957829
1707,sin,4.108056,-0.822882
1710,sin,8.828415,0.561637
1712,sin,0.465343,0.448730
1715,sin,6.764620,0.463051
1718,sin,9.007280,0.405474
1720,sin,5.680910,-0.566519
1722,sin,1.639876,0.997615
1725,sin,4.020459,-0.770016
1728,sin,0.830201,0.738067
1730,sin,1.953954,0.927489
1733,sin,8.027279,0.985021
1736,sin,1.411419,0.987326
1740,sin,8.229819,0.930201
1743,sin,7.796366,0.998341
1745,sin,3.058156,0.083339
1748,sin,0.784224,0.706276
1752,sin,0.423611,0.411055
1753,sin,0.530341,0.505828
1756,sin,5.637016,-0.602133
1758,sin,3.446271,-0.299986
1760,sin,9.464383,-0.039595
1762,sin,2.113010,0.856568
1764,sin,1.191810,0.929040
1767,sin,3.652862,-0.489285
1771,sin,5.781521,-0.480886
1774,sin,4.174494,-0.858789
1777,sin,2.486979,0.608853
1779,sin,3.869098,-0.665008
1782,sin,0.967387,0.823406
1784,sin,3.153232,-0.011639
1786,sin,3.618543,-0.459072
1789,sin,2.500588,0.598001
1792,sin,4.220562,-0.881471
1796,sin,2.109300,0.858477
1799,sin,8.163786,0.952393
1803,sin,2.062141,0.881699
1806,sin,6.790768,0.486066
1809,sin,5.019805,-0.953119
1812,sin,0.550246,0.522897
1818,sin,8.957686,0.450292
1820,sin,3.900820,-0.688361
1822,sin,1.689564,0.992955
1825,sin,4.874198,-0.986938
1826,sin,7.256183,0.826577
1830,sin,6.645963,0.354872
1833,sin,6.904466,0.582077
1836,sin,8.367055,0.871240
1839,sin,1.166969,0.919564
1842,sin,3.660530,-0.495957
1846,sin,1.783677,0.977426
1848,sin,4.056183,-0.792313
1852,sin,8.152887,0.955659
1855,sin,8.124885,0.963529
1861,sin,9.598328,-0.172680
1864,sin,9.329711,0.094924
1867,sin,3.335858,-0.193045
1871,sin,5.099805,-0.925888
1873,sin,8.013834,0.987251
1876,sin,0.956038,0.816913
1878,sin,7.046193,0.691098
1882,sin,0.109099,0.108882
1885,sin,2.727232,0.402605
1888,sin,2.754807,0.377214
1889,sin,5.900549,-0.373368
1892,sin,2.034293,0.894495
1894,sin,3.533443,-0.381899
1898,sin,0.977745,0.829239
1901,sin,3.345478,-0.202476
1904,sin,6.290501,0.007316
1908,sin,3.488176,-0.339686
1912,sin,1.792255,0.975578
1915,sin,0.552586,0.524890
1916,sin,1.348745,0.975448
1919,sin,0.729651,0.666610
1922,sin,0.173191,0.172326
1925,sin,7.063308,0.703367
1928,sin,8.020063,0.986240
1931,sin,6.739904,0.441006
1934,sin,4.547476,-0.986433
1936,sin,2.711685,0.416787
1939,sin,5.926604,-0.349073
1944,sin,5.110877,-0.921649
1947,sin,4.897490,-0.982918
1950,sin,7.512568,0.942282
1953,sin,6.030407,-0.250095
1956,sin,1.742785,0.985246
1959,sin,8.504863,0.795550
1961,sin,9.474040,-0.049242
1964,sin,5.077482,-0.934091
1968,sin,4.728713,-0.999867
1969,sin,3.417857,-0.272764
1973,sin,4.828269,-0.993293
1976,sin,8.274248,0.912980
1980,sin,9.845385,-0.408315
1981,sin,0.274201,0.270778
1984,sin,8.853571,0.540648
1987,sin,2.665777,0.458063
1990,sin,3.687390,-0.519100
1994,sin,0.567036,0.537134
1996,sin,2.134968,0.845032
1998,sin,2.023946,0.899072
2001,sin,0.453130,0.437781
2004,sin,4.324704,-0.925787
2007,sin,4.974688,-0.965797
2009,sin,7.678988,0.984728
2013,sin,3.628397,-0.467803
2018,sin,4.067683,-0.799276
2021,sin,6.651949,0.360463
2023,sin,1.018459,0.851301
2027,sin,9.653283,-0.226522
2032,sin,5.031205,-0.949607
2035,sin,4.966438,-0.967903
2037,sin,1.471456,0.995070
2040,sin,5.107545,-0.922937
2043,sin,8.591729,0.739985
2047,sin,4.843909,-0.991364
2050,sin,3.405315,-0.260676
2055,sin,3.349510,-0.206422
2058,sin,0.529958,0.505497
2060,sin,0.770627,0.696585
2065,sin,9.273644,0.150560
2069,sin,0.183189,0.182166
2072,sin,5.566162,-0.657144
2074,sin,2.630880,0.488799
2078,sin,1.993841,0.911843
2081,sin,2.978105,0.162760
2084,sin,7.260478,0.828986
2087,sin,7.650896,0.979449
2090,sin,6.752009,0.451837
2093,sin,6.420678,0.137060
2096,sin,3.536395,-0.384625
2099,sin,4.014659,-0.766303
2102,sin,3.029012,0.112343
2106,sin,8.003795,0.988799
2109,sin,8.484065,0.807978
2112,sin,2.306810,0.741150
2113,sin,3.593270,-0.436475
2116,sin,4.196428,-0.869819
2119,sin,8.356091,0.876570
2123,sin,8.419608,0.844253
2126,sin,4.523282,-0.982173
2129,sin,3.523499,-0.372690
2132,sin,1.090419,0.886821
2135,sin,0.826329,0.735449
2138,sin,9.636748,-0.210386
2141,sin,5.275681,-0.845502
2144,sin,2.683749,0.442015
2147,sin,3.616777,-0.457502
2150,sin,0.878171,0.769572
2152,sin,0.748735,0.680713
2155,sin,6.435694,0.151918
2158,sin,6.580566,0.293017
2160,sin,0.315885,0.310658
2162,sin,3.263613,-0.121718
2165,sin,5.340720,-0.809010
2167,sin,0.405129,0.394137
2169,sin,6.892065,0.571949
2172,sin,3.488999,-0.340460
2176,sin,3.567373,-0.413032
2179,sin,3.439179,-0.293214
2182,sin,9.692858,-0.264881
2184,sin,9.359438,0.065293
2186,sin,6.814180,0.506391
2189,sin,0.526667,0.502655
2192,sin,5.636047,-0.602906
2194,sin,8.653712,0.696900
2197,sin,8.499753,0.798636
2200,sin,5.766499,-0.494002
2203,sin,6.148870,-0.133912
2205,sin,8.515137,0.789283
2208,sin,7.078055,0.713773
2212,sin,3.399071,-0.254643
2215,sin,9.835483,-0.399256
2218,sin,9.652876,-0.226125
2221,sin,0.875363,0.767776
2224,sin,7.658558,0.980965
2226,sin,7.176975,0.779451
2229,sin,8.178755,0.947723
2232,sin,6.355493,0.072245
2235,sin,2.965419,0.175264
2236,sin,4.199948,-0.871550
2239,sin,5.612416,-0.621589
2243,sin,2.172111,0.824593
2247,sin,2.940207,0.200027
2251,sin,5.334674,-0.812549
2255,sin,4.087722,-0.811158
2258,sin,8.848206,0.545153
2261,sin,0.251804,0.249152
2264,sin,8.982444,0.428050
2267,sin,8.533716,0.777740
2270,sin,2.007125,0.906310
2273,sin,6.210277,-0.072843
2277,sin,6.119158,-0.163293
2280,sin,3.924234,-0.705155
2283,sin,6.609618,0.320666
2286,sin,6.819463,0.510940
2288,sin,4.408237,-0.954101
2293,sin,5.753656,-0.505128
2296,sin,8.927811,0.476761
2300,sin,7.329935,0.865801
2303,sin,5.965691,-0.312187
2306,sin,9.365751,0.058993
2310,sin,2.544908,0.561903
2312,sin,6.753113,0.452822
2315,sin,7.598038,0.967425
2319,sin,8.424428,0.841660
2323,sin,6.828114,0.518357
2325,sin,8.156057,0.954721
2328,sin,6.017438,-0.262631
2332,sin,3.150396,-0.008803
2335,sin,9.974305,-0.522284
2339,sin,5.050183,-0.943488
2342,sin,4.350820,-0.935343
2345,sin,6.305205,0.022018
2347,sin,2.787570,0.346674
2349,sin,7.566750,0.959032
2352,sin,5.204191,-0.881483
2355,sin,6.303100,0.019914
2358,sin,2.825599,0.310761
2362,sin,6.629402,0.339342
2366,sin,4.749000,-0.999330
2369,sin,4.552335,-0.987219
2371,sin,7.128092,0.747909
2375,sin,0.302793,0.298188
2378,sin,3.785616,-0.600418
2381,sin,4.696761,-0.999878
2384,sin,1.711012,0.990186
2386,sin,9.057476,0.359099
2389,sin,7.748449,0.994437
2391,sin,0.723825,0.662255
2394,sin,2.864573,0.273490
2396,sin,2.989001,0.152000
2399,sin,6.088633,-0.193327
2402,sin,9.396323,0.028451
2403,sin,4.882298,-0.985600
2405,sin,1.050837,0.867839
2409,sin,8.640728,0.706153
2412,sin,0.986897,0.834320
2415,sin,4.011562,-0.764309
2419,sin,1.167754,0.919872
2422,sin,9.906371,-0.463191
2425,sin,4.241589,-0.891206
2428,sin,1.035602,0.860169
2431,sin,0.709987,0.651824
2434,sin,8.312414,0.896747
2436,sin,9.690936,-0.263027
2440,sin,5.111469,-0.921419
2443,sin,6.938485,0.609397
2447,sin,1.792234,0.975583
2448,sin,4.683289,-0.999577
2451,sin,0.400374,0.389763
2454,sin,5.058438,-0.940720
2456,sin,5.707284,-0.544591
2458,sin,0.436320,0.422607
2464,sin,7.195867,0.791147
2466,sin,8.342341,0.883104
2468,sin,2.193336,0.812400
2471,sin,1.525267,0.998964
2474,sin,9.130872,0.289693
2477,sin,8.793449,0.590218
2479,sin,6.905217,0.582688
2482,sin,9.337705,0.086963
2485,sin,6.988457,0.648241
2488,sin,1.691326,0.992745
2491,sin,8.379353,0.865138
2494,sin,2.198515,0.809369
2497,sin,4.717811,-0.999985
2500,sin,0.663461,0.615847
2503,sin,9.440450,-0.015672
2506,sin,9.597249,-0.171617
2509,sin,7.911550,0.998343
2512,sin,7.737756,0.993253
2514,sin,8.131165,0.961830
2516,sin,0.234669,0.232521
2521,sin,6.211300,-0.071824
2524,sin,3.776182,-0.592847
2527,sin,0.811343,0.725213
2530,sin,5.456410,-0.735751
2533,sin,3.098988,0.042592
2536,sin,0.593328,0.559123
2539,sin,9.242559,0.181213
2543,sin,7.100473,0.729293
2546,sin,8.567873,0.755819
2551,sin,8.888802,0.510680
2553,sin,2.000693,0.909009
2556,sin,2.063057,0.881267
2558,sin,2.767759,0.365187
2562,sin,9.757539,-0.326654
2565,sin,3.760669,-0.580283
2567,sin,6.266949,-0.016235
2570,sin,0.809822,0.724165
2573,sin,1.559443,0.999936
2574,sin,4.917090,-0.979122
2577,sin,2.082114,0.872100
2579,sin,8.397433,0.855929
2583,sin,6.007880,-0.271841
2586,sin,4.112966,-0.825661
2588,sin,5.939730,-0.336743
2590,sin,4.430156,-0.960436
2593,sin,3.179140,-0.037539
