Task ID,Task Type,Argument,Result
359,pow,0.964403,0.930072
362,pow,8.604331,74.034517
363,pow,2.038351,4.154873
367,pow,3.376355,11.399775
370,pow,3.243543,10.520571
372,pow,8.061814,64.992850
375,pow,9.105406,82.908419
378,pow,9.197410,84.592357
381,pow,0.254567,0.064804
385,pow,6.191343,38.332724
389,pow,2.868094,8.225963
391,pow,3.378187,11.412148
394,pow,2.942177,8.656407
397,pow,5.656852,31.999978
400,pow,6.582286,43.326494
404,pow,7.558035,57.123891
406,pow,0.394500,0.155630
409,pow,4.404889,19.403045
411,pow,9.926374,98.532908
413,pow,9.883184,97.677333
417,pow,2.993356,8.960179
419,pow,3.303480,10.912979
421,pow,9.165259,84.001979
423,pow,6.293808,39.612016
427,pow,1.997440,3.989767
429,pow,0.126551,0.016015
431,pow,9.510942,90.458014
435,pow,4.021095,16.169205
437,pow,2.475441,6.127809
439,pow,3.316697,11.000477
441,pow,9.571970,91.622605
443,pow,8.464061,71.640332
445,pow,3.871595,14.989247
447,pow,0.692461,0.479502
450,pow,1.212815,1.470921
452,pow,9.596879,92.100079
454,pow,8.493921,72.146701
456,pow,4.304074,18.525049
459,pow,1.827130,3.338406
463,pow,6.218446,38.669071
465,pow,3.396520,11.536348
468,pow,9.658261,93.281996
472,pow,0.522979,0.273507
474,pow,6.760238,45.700815
477,pow,7.639952,58.368867
480,pow,9.750428,95.070852
482,pow,2.979436,8.877037
484,pow,0.997597,0.995199
488,pow,6.026778,36.322052
492,pow,3.650885,13.328962
495,pow,4.486296,20.126854
498,pow,1.281704,1.642765
500,pow,6.255009,39.125135
502,pow,1.828566,3.343654
505,pow,1.678275,2.816607
508,pow,8.940167,79.926588
512,pow,9.072893,82.317386
515,pow,8.398355,70.532366
519,pow,4.137934,17.122499
522,pow,0.640413,0.410129
524,pow,1.349975,1.822434
527,pow,1.124840,1.265265
529,pow,7.622442,58.101624
533,pow,7.573109,57.351978
535,pow,6.550114,42.903988
537,pow,4.291000,18.412679
540,pow,5.028224,25.283034
543,pow,1.367377,1.869719
545,pow,5.069726,25.702123
547,pow,5.019386,25.194234
550,pow,2.361990,5.578997
553,pow,7.255233,52.638410
556,pow,9.958361,99.168946
559,pow,5.035226,25.353506
562,pow,9.727837,94.630820
565,pow,2.462885,6.065803
568,pow,7.714419,59.512264
571,pow,8.019654,64.314848
573,pow,8.716266,75.973295
576,pow,7.876275,62.035704
579,pow,7.004532,49.063466
582,pow,7.153871,51.177872
585,pow,0.960621,0.922793
588,pow,3.809577,14.512876
592,pow,7.854414,61.691826
596,pow,6.911173,47.764316
599,pow,1.261498,1.591376
602,pow,6.958505,48.420787
607,pow,9.954626,99.094571
611,pow,2.258595,5.101250
612,pow,0.938213,0.880244
615,pow,6.100331,37.214033
618,pow,2.381966,5.673761
620,pow,3.357991,11.276101
624,pow,5.984182,35.810434
626,pow,8.160366,66.591579
630,pow,9.227338,85.143763
633,pow,1.467507,2.153578
635,pow,5.579639,31.132367
640,pow,5.349922,28.621670
643,pow,0.920790,0.847854
646,pow,1.395025,1.946096
649,pow,7.940813,63.056510
652,pow,3.117724,9.720201
654,pow,3.642059,13.264590
657,pow,2.830763,8.013218
660,pow,3.807057,14.493684
663,pow,1.966094,3.865526
665,pow,8.352043,69.756624
668,pow,4.532045,20.539434
670,pow,0.153134,0.023450
673,pow,4.971896,24.719746
675,pow,8.874274,78.752731
678,pow,7.020538,49.287947
681,pow,8.034098,64.546729
684,pow,0.901215,0.812189
685,pow,5.552597,30.831333
687,pow,0.266411,0.070975
688,pow,1.058213,1.119814
690,pow,4.106326,16.861911
693,pow,3.821645,14.604970
695,pow,4.671003,21.818274
697,pow,8.926033,79.674070
699,pow,4.418629,19.524286
702,pow,6.169117,38.058005
705,pow,8.887118,78.980858
708,pow,3.531228,12.469574
712,pow,2.221011,4.932889
715,pow,6.221259,38.704062
716,pow,3.351485,11.232449
719,pow,8.294317,68.795688
722,pow,2.211222,4.889503
725,pow,5.312185,28.219306
729,pow,5.042255,25.424332
730,pow,5.009344,25.093524
733,pow,6.068620,36.828150
736,pow,6.481163,42.005471
740,pow,7.406086,54.850106
743,pow,3.272533,10.709471
745,pow,4.484066,20.106846
747,pow,0.738818,0.545853
750,pow,5.699098,32.479722
754,pow,1.071414,1.147927
757,pow,1.835644,3.369590
759,pow,9.840357,96.832616
764,pow,1.142299,1.304847
767,pow,4.363568,19.040730
769,pow,2.062818,4.255219
772,pow,3.078194,9.475280
774,pow,8.540736,72.944173
777,pow,1.989024,3.956215
780,pow,8.603770,74.024861
783,pow,5.231486,27.368446
786,pow,9.606512,92.285065
789,pow,4.526305,20.487441
792,pow,3.493976,12.207865
794,pow,0.848081,0.719241
798,pow,1.320973,1.744969
801,pow,9.914944,98.306120
805,pow,7.640720,58.380606
808,pow,6.580403,43.301701
810,pow,1.981653,3.926949
815,pow,8.268076,68.361082
818,pow,1.262268,1.593321
822,pow,5.369086,28.827090
823,pow,3.694964,13.652761
827,pow,0.288948,0.083491
831,pow,5.737295,32.916560
834,pow,1.635247,2.674033
838,pow,1.287630,1.657992
840,pow,0.775122,0.600814
844,pow,4.760607,22.663383
847,pow,4.539671,20.608611
850,pow,5.148815,26.510295
853,pow,2.776583,7.709415
856,pow,4.315716,18.625404
858,pow,6.457723,41.702184
860,pow,8.400400,70.566723
864,pow,7.912727,62.611252
868,pow,8.600339,73.965834
871,pow,0.450110,0.202599
875,pow,8.366955,70.005940
877,pow,0.961057,0.923630
880,pow,1.638920,2.686060
881,pow,8.142656,66.302843
884,pow,0.221309,0.048978
893,pow,6.321239,39.958066
898,pow,5.299344,28.083044
902,pow,6.589011,43.415062
904,pow,2.977636,8.866314
908,pow,0.010193,0.000104
911,pow,1.063311,1.130631
915,pow,0.014231,0.000203
918,pow,8.816678,77.733805
920,pow,6.034026,36.409474
923,pow,0.736314,0.542158
925,pow,6.171182,38.083492
928,pow,6.092302,37.116139
930,pow,4.732574,22.397252
933,pow,1.504274,2.262842
935,pow,7.115306,50.627583
938,pow,7.713851,59.503492
941,pow,4.179016,17.464173
943,pow,6.088778,37.073220
946,pow,6.213275,38.604784
950,pow,4.440767,19.720415
954,pow,9.020146,81.363027
956,pow,6.527441,42.607482
959,pow,2.915437,8.499773
963,pow,2.791012,7.789747
965,pow,4.155962,17.272024
969,pow,4.849209,23.514831
971,pow,1.877688,3.525710
974,pow,2.902088,8.422112
975,pow,3.145138,9.891891
978,pow,2.452974,6.017079
980,pow,6.444147,41.527027
983,pow,7.623784,58.122087
986,pow,5.336781,28.481232
989,pow,9.698670,94.064205
992,pow,0.281259,0.079107
994,pow,1.293997,1.674429
998,pow,8.351581,69.748908
1001,pow,5.784321,33.458373
1003,pow,4.258230,18.132526
1007,pow,6.395591,40.903590
1011,pow,7.632999,58.262670
1014,pow,7.488719,56.080908
1017,pow,4.567445,20.861552
1020,pow,1.962315,3.850680
1023,pow,4.297798,18.471071
1026,pow,2.971631,8.830593
1029,pow,8.229512,67.724863
1032,pow,0.512205,0.262354
1035,pow,7.880190,62.097394
1039,pow,2.908168,8.457440
1043,pow,5.303619,28.128376
1045,pow,0.836857,0.700329
1048,pow,7.172995,51.451856
1051,pow,3.746078,14.033101
1054,pow,9.456688,89.428948
1057,pow,2.733340,7.471147
1060,pow,6.730733,45.302768
1062,pow,9.657550,93.268267
1067,pow,3.697762,13.673441
1070,pow,3.918455,15.354288
1073,pow,7.810741,61.007669
1075,pow,7.668533,58.806392
1077,pow,3.898754,15.200282
1080,pow,1.296010,1.679643
1082,pow,4.827736,23.307032
1085,pow,6.097022,37.173683
1088,pow,7.168565,51.388326
1090,pow,4.893267,23.944063
1093,pow,8.299710,68.885180
1096,pow,6.671414,44.507765
1099,pow,4.367234,19.072732
1102,pow,3.700641,13.694747
1105,pow,1.659099,2.752610
1108,pow,1.104004,1.218826
1110,pow,0.661474,0.437548
1114,pow,0.847814,0.718788
1117,pow,1.267606,1.606824
1120,pow,0.035518,0.001262
1125,pow,5.819597,33.867706
1129,pow,7.781018,60.544235
1131,pow,6.920534,47.893786
1134,pow,0.415352,0.172517
1139,pow,7.675191,58.908556
1142,pow,9.368231,87.763743
1145,pow,4.784879,22.895068
1148,pow,1.980611,3.922818
1151,pow,6.170390,38.073707
1153,pow,6.610160,43.694220
1157,pow,6.613050,43.732426
1161,pow,5.801854,33.661508
1164,pow,3.298811,10.882157
1166,pow,1.037135,1.075650
1169,pow,9.711763,94.318331
1171,pow,8.198870,67.221465
1175,pow,6.160566,37.952579
1181,pow,5.357668,28.704609
1185,pow,8.544619,73.010507
1188,pow,5.935126,35.225724
1189,pow,3.513531,12.344903
1192,pow,1.314904,1.728971
1196,pow,3.187290,10.158820
1199,pow,2.116335,4.478874
1204,pow,9.102167,82.849453
1205,pow,4.703715,22.124936
1208,pow,0.580008,0.336410
1213,pow,4.537469,20.588622
1216,pow,1.702271,2.897726
1220,pow,6.694229,44.812696
1222,pow,8.184334,66.983330
1225,pow,4.206253,17.692562
1228,pow,8.715172,75.954215
1231,pow,7.822564,61.192508
1234,pow,5.463815,29.853274
1237,pow,1.997554,3.990223
1239,pow,4.969877,24.699675
1242,pow,9.342469,87.281732
1246,pow,0.881534,0.777103
1249,pow,0.469669,0.220589
1252,pow,8.255687,68.156365
1256,pow,1.943723,3.778057
1259,pow,8.955945,80.208951
1263,pow,6.143688,37.744907
1268,pow,5.671009,32.160341
1271,pow,8.767121,76.862403
1274,pow,1.333244,1.777539
1276,pow,2.955757,8.736498
1280,pow,4.161654,17.319365
1282,pow,7.536348,56.796537
1284,pow,0.036938,0.001364
1286,pow,6.411555,41.108034
1288,pow,7.255075,52.636110
1291,pow,6.744567,45.489185
1294,pow,1.915615,3.669580
1296,pow,9.590193,91.971800
1299,pow,4.583615,21.009530
1301,pow,5.101829,26.028657
1303,pow,5.718379,32.699859
1306,pow,7.133001,50.879709
1309,pow,1.641983,2.696107
1312,pow,7.312647,53.474801
1315,pow,9.116804,83.116113
1318,pow,4.872052,23.736889
1321,pow,5.859459,34.333261
1325,pow,8.473371,71.798024
1327,pow,5.585209,31.194561
1331,pow,4.598572,21.146860
1334,pow,2.644679,6.994329
1337,pow,2.666015,7.107636
1341,pow,6.454926,41.666076
1345,pow,3.990222,15.921875
1347,pow,3.661938,13.409793
1349,pow,2.852481,8.136645
1352,pow,7.067853,49.954542
1357,pow,0.397037,0.157638
1360,pow,8.321526,69.247788
1364,pow,5.008191,25.081975
1368,pow,9.960657,99.214679
1373,pow,9.764929,95.353848
1377,pow,8.120633,65.944682
1381,pow,7.603857,57.818648
1384,pow,4.368230,19.081431
1386,pow,5.603323,31.397227
1387,pow,0.075902,0.005761
1390,pow,0.592204,0.350706
1393,pow,8.655457,74.916941
1397,pow,4.642344,21.551355
1400,pow,5.895531,34.757287
1403,pow,3.651875,13.336193
1408,pow,6.594243,43.484042
1410,pow,6.274763,39.372651
1412,pow,2.496746,6.233741
1414,pow,3.760893,14.144316
1416,pow,0.605045,0.366079
1418,pow,8.006754,64.108104
1420,pow,3.206274,10.280195
1423,pow,2.841695,8.075232
1426,pow,8.662325,75.035867
1428,pow,6.686279,44.706321
1431,pow,1.956154,3.826540
1434,pow,0.369441,0.136487
1437,pow,4.936288,24.366942
1439,pow,7.210323,51.988758
1442,pow,6.922461,47.920470
1444,pow,0.262829,0.069079
1446,pow,0.202103,0.040845
1448,pow,3.876492,15.027189
1451,pow,4.682740,21.928054
1453,pow,5.762657,33.208217
1455,pow,3.738384,13.975518
1457,pow,7.709077,59.429861
1459,pow,8.532600,72.805266
1462,pow,4.443637,19.745914
1464,pow,7.316535,53.531687
1468,pow,6.477384,41.956506
1470,pow,9.117425,83.127446
1473,pow,4.985627,24.856472
1475,pow,0.346543,0.120092
1477,pow,0.545084,0.297116
1480,pow,6.629735,43.953390
1483,pow,9.343053,87.292634
1486,pow,7.946266,63.143145
1489,pow,6.236372,38.892342
1492,pow,1.593216,2.538338
1495,pow,9.788841,95.821409
1498,pow,1.860774,3.462481
1500,pow,9.404051,88.436167
1503,pow,0.409081,0.167347
1505,pow,1.472770,2.169050
1508,pow,2.723853,7.419374
1511,pow,9.195302,84.553586
1514,pow,4.061241,16.493677
1517,pow,6.991556,48.881853
1520,pow,8.633669,74.540240
1523,pow,2.218933,4.923663
1525,pow,5.352667,28.651048
1528,pow,5.590433,31.252941
1531,pow,8.116999,65.885671
1535,pow,4.656420,21.682251
1537,pow,1.108526,1.228831
1540,pow,6.169096,38.057742
1543,pow,8.608572,74.107517
1546,pow,4.258015,18.130695
1549,pow,4.829903,23.327965
1552,pow,1.262504,1.593917
1555,pow,4.880873,23.822917
1558,pow,9.102174,82.849572
1561,pow,3.528348,12.449239
1564,pow,1.084169,1.175422
1567,pow,6.001706,36.020476
1568,pow,8.157254,66.540789
1571,pow,3.759710,14.135422
1574,pow,7.696410,59.234720
1578,pow,4.273872,18.265982
1580,pow,1.134303,1.286642
1583,pow,2.393478,5.728739
1586,pow,9.427119,88.870573
1589,pow,4.644302,21.569543
1592,pow,1.024995,1.050614
1594,pow,0.228333,0.052136
1597,pow,8.783559,77.150915
1600,pow,0.197677,0.039076
1603,pow,0.403456,0.162777
1606,pow,2.020886,4.083981
1611,pow,3.226293,10.408967
1613,pow,7.558237,57.126942
1615,pow,3.580058,12.816817
1618,pow,3.193262,10.196923
1620,pow,0.874059,0.763979
1623,pow,9.246508,85.497917
1626,pow,6.269824,39.310687
1629,pow,2.446203,5.983910
1632,pow,8.258864,68.208831
1635,pow,2.670782,7.133074
1637,pow,4.301002,18.498614
1641,pow,3.200018,10.240114
1643,pow,6.882002,47.361950
1644,pow,3.326266,11.064047
1647,pow,8.772485,76.956501
1650,pow,5.289333,27.977043
1653,pow,0.380045,0.144434
1656,pow,2.506684,6.283466
1658,pow,4.584887,21.021185
1661,pow,7.447376,55.463415
1665,pow,2.991535,8.949282
1668,pow,6.886888,47.429225
1671,pow,7.685031,59.059704
1674,pow,8.953481,80.164826
1677,pow,3.446607,11.879101
1680,pow,3.617900,13.089198
1682,pow,8.846267,78.256444
1685,pow,3.888918,15.123682
1688,pow,0.959225,0.920112
1691,pow,5.644001,31.854752
1693,pow,4.031303,16.251404
1696,pow,5.496686,30.213555
1700,pow,1.067937,1.140489
1703,pow,0.604307,0.365188
1706,pow,1.757503,3.088815
1708,pow,1.350882,1.824881
1711,pow,0.318211,0.101258
1714,pow,3.696385,13.663264
1717,pow,1.319060,1.739918
1719,pow,4.885941,23.872416
1721,pow,2.444690,5.976509
1724,pow,6.799546,46.233823
1727,pow,5.031434,25.315324
1729,pow,9.629066,92.718908
1732,pow,9.909536,98.198894
1735,pow,2.629573,6.914654
1737,pow,1.001151,1.002304
1739,pow,8.152094,66.456633
1742,pow,9.619940,92.543243
1744,pow,2.033772,4.136230
1747,pow,4.142835,17.163081
1749,pow,9.388451,88.143007
1751,pow,5.108367,26.095409
1755,pow,4.458978,19.882486
1761,pow,9.285860,86.227193
1765,pow,7.135278,50.912191
1768,pow,7.653630,58.578055
1770,pow,0.967114,0.935310
1773,pow,2.559869,6.552931
1776,pow,7.148764,51.104829
1780,pow,4.889810,23.910239
1783,pow,5.328404,28.391891
1787,pow,5.120174,26.216186
1788,pow,0.328802,0.108110
1791,pow,3.266571,10.670483
1794,pow,8.269797,68.389546
1797,pow,5.435185,29.541238
1800,pow,5.582185,31.160793
1802,pow,0.427220,0.182517
1805,pow,8.033525,64.537522
1808,pow,6.744961,45.494504
1811,pow,3.580039,12.816679
1813,pow,1.126684,1.269417
1815,pow,0.627335,0.393549
1817,pow,7.026071,49.365674
1821,pow,2.088283,4.360925
1824,pow,3.583507,12.841525
1827,pow,7.207955,51.954611
1829,pow,1.176214,1.383479
1831,pow,7.903992,62.473083
1834,pow,9.647269,93.069790
1838,pow,4.741462,22.481465
1841,pow,9.760223,95.261944
1843,pow,9.314626,86.762250
1845,pow,4.773401,22.785357
1849,pow,4.292571,18.426163
1851,pow,5.895519,34.757147
1853,pow,3.902052,15.226008
1856,pow,4.274257,18.269271
1858,pow,2.071878,4.292678
1859,pow,8.366193,69.993192
1862,pow,0.773480,0.598271
1863,pow,1.937887,3.755406
1866,pow,7.437720,55.319673
1869,pow,8.417671,70.857178
1874,pow,9.554952,91.297102
1877,pow,4.782673,22.873961
1879,pow,6.705003,44.957067
1881,pow,4.105118,16.851996
1883,pow,6.491475,42.139252
1884,pow,4.892487,23.936433
1887,pow,9.446814,89.242288
1891,pow,3.026477,9.159566
1893,pow,8.114465,65.844539
1895,pow,1.777804,3.160589
1897,pow,9.531019,90.840315
1899,pow,9.890376,97.819530
1902,pow,9.814855,96.331378
1905,pow,9.970945,99.419745
1907,pow,2.647616,7.009871
1909,pow,1.193773,1.425093
1911,pow,8.510727,72.432466
1914,pow,1.845799,3.406973
1917,pow,3.539660,12.529192
1920,pow,5.717841,32.693711
1923,pow,9.142410,83.583657
1926,pow,3.363212,11.311192
1929,pow,0.878989,0.772621
1932,pow,6.647302,44.186623
1935,pow,9.099683,82.804238
1938,pow,8.079854,65.284043
1940,pow,9.008850,81.159376
1942,pow,8.485755,72.008030
1946,pow,4.684355,21.943182
1948,pow,9.504206,90.329940
1951,pow,1.419641,2.015382
1954,pow,9.076186,82.377152
1958,pow,0.959635,0.920900
1962,pow,6.874759,47.262307
1965,pow,1.362667,1.856861
1967,pow,9.155737,83.827529
1970,pow,7.697505,59.251586
1972,pow,2.841676,8.075123
1974,pow,8.645445,74.743724
1977,pow,8.042802,64.686669
1979,pow,2.021421,4.086142
1982,pow,5.693635,32.417478
1985,pow,3.203206,10.260529
1988,pow,1.354009,1.833341
1991,pow,8.798873,77.420160
1993,pow,4.739858,22.466254
1997,pow,0.089626,0.008033
2000,pow,6.818720,46.494944
2003,pow,7.375087,54.391908
2006,pow,2.875519,8.268608
2010,pow,7.522203,56.583541
2012,pow,9.849922,97.020968
2015,pow,2.665740,7.106172
2017,pow,2.863091,8.197287
2020,pow,1.720716,2.960864
2024,pow,7.033462,49.469584
2029,pow,8.433262,71.119914
2030,pow,9.470082,89.682452
2033,pow,7.779934,60.527374
2036,pow,2.620557,6.867319
2039,pow,9.184205,84.349616
2041,pow,9.615690,92.461501
2044,pow,6.309188,39.805852
2045,pow,5.897741,34.783353
2048,pow,7.190015,51.696313
2051,pow,0.471949,0.222735
2054,pow,2.415563,5.834945
2057,pow,9.793701,95.916570
2061,pow,0.292178,0.085368
2063,pow,9.693782,93.969407
2066,pow,6.447989,41.576558
2068,pow,7.654613,58.593099
2071,pow,8.495526,72.173963
2075,pow,3.415309,11.664337
2077,pow,2.796859,7.822422
2080,pow,8.953206,80.159905
2083,pow,2.635236,6.944468
2085,pow,5.251250,27.575624
2088,pow,6.601226,43.576191
2091,pow,1.446642,2.092773
2094,pow,3.498610,12.240270
2097,pow,9.521678,90.662350
2100,pow,1.241661,1.541721
2103,pow,5.191999,26.956858
2105,pow,9.451914,89.338669
2108,pow,2.120217,4.495322
2111,pow,4.010464,16.083821
2115,pow,0.464785,0.216025
2118,pow,9.417963,88.698035
2120,pow,3.602207,12.975894
2122,pow,9.028364,81.511353
2125,pow,7.486062,56.041118
2128,pow,0.394378,0.155534
2131,pow,0.222614,0.049557
2134,pow,6.922732,47.924217
2137,pow,3.324844,11.054590
2140,pow,6.581444,43.315410
2143,pow,1.314428,1.727720
2146,pow,4.612041,21.270924
2148,pow,4.845870,23.482461
2151,pow,4.062371,16.502855
2154,pow,3.996066,15.968547
2157,pow,6.517348,42.475830
2161,pow,3.706357,13.737079
2164,pow,5.146841,26.489968
2166,pow,7.866192,61.876973
2170,pow,4.459160,19.884109
2173,pow,9.887730,97.767211
2175,pow,7.829118,61.295096
2178,pow,9.078437,82.418023
2180,pow,5.386417,29.013488
2185,pow,2.310292,5.337450
2188,pow,1.292192,1.669760
2191,pow,7.170983,51.423002
2193,pow,3.264575,10.657450
2196,pow,8.484816,71.992101
2199,pow,7.637175,58.326435
2202,pow,6.931018,48.039015
2206,pow,6.146271,37.776643
2209,pow,6.948061,48.275545
2211,pow,8.259049,68.211886
2214,pow,1.761651,3.103416
2217,pow,0.259907,0.067552
2219,pow,9.380317,87.990342
2222,pow,5.032934,25.330420
2225,pow,9.161258,83.928649
2228,pow,4.384623,19.224921
2231,pow,9.265308,85.845938
2234,pow,3.536163,12.504446
2238,pow,1.561103,2.437043
2241,pow,9.231147,85.214078
2244,pow,9.552880,91.257524
2245,pow,3.265817,10.665564
2248,pow,7.539057,56.837378
2250,pow,1.669855,2.788417
2253,pow,9.617634,92.498874
2256,pow,3.753763,14.090734
2259,pow,0.942698,0.888680
2260,pow,9.633930,92.812602
2263,pow,6.465044,41.796788
2266,pow,8.822369,77.834200
2269,pow,6.966189,48.527789
2272,pow,8.435799,71.162705
2274,pow,4.104977,16.850840
2276,pow,1.501788,2.255368
2279,pow,3.508461,12.309296
2282,pow,9.087599,82.584464
2287,pow,3.199209,10.234938
2290,pow,2.134697,4.556930
2292,pow,4.146974,17.197393
2295,pow,5.655333,31.982794
2298,pow,0.870317,0.757452
2301,pow,3.918682,15.356069
2305,pow,1.462666,2.139393
2307,pow,9.052778,81.952794
2309,pow,9.236272,85.308725
2314,pow,6.269540,39.307132
2316,pow,2.237336,5.005674
2318,pow,6.050260,36.605642
2321,pow,8.614124,74.203135
2324,pow,0.842685,0.710118
2326,pow,6.917207,47.847753
2329,pow,1.965954,3.864974
2330,pow,9.253908,85.634809
2333,pow,2.527632,6.388926
2336,pow,5.631859,31.717837
2338,pow,0.958691,0.919088
2341,pow,2.772378,7.686082
2343,pow,2.528515,6.393388
2346,pow,7.808761,60.976751
2348,pow,8.147204,66.376928
2350,pow,4.150747,17.228700
2353,pow,8.253839,68.125855
2356,pow,2.802265,7.852691
2359,pow,3.943370,15.550164
2361,pow,7.706813,59.394963
2363,pow,6.806645,46.330419
2364,pow,7.287401,53.106217
2367,pow,0.681879,0.464959
2370,pow,4.368215,19.081300
2373,pow,8.032467,64.520530
2376,pow,4.027007,16.216789
2379,pow,0.346363,0.119967
2382,pow,7.242822,52.458476
2383,pow,7.277136,52.956713
2387,pow,7.916165,62.665666
2390,pow,0.687210,0.472258
2393,pow,5.228409,27.336261
2395,pow,1.721039,2.961976
2398,pow,7.092631,50.305409
2401,pow,0.541091,0.292780
2407,pow,2.791980,7.795152
2410,pow,1.096140,1.201522
2413,pow,4.519139,20.422617
2416,pow,3.280832,10.763861
2418,pow,6.520418,42.515853
2421,pow,2.895183,8.382083
2424,pow,3.608532,13.021503
2427,pow,6.598511,43.540349
2429,pow,7.984450,63.751441
2432,pow,8.446641,71.345742
2437,pow,6.428677,41.327885
2439,pow,2.231972,4.981697
2442,pow,2.891466,8.360573
2444,pow,1.983513,3.934325
2446,pow,7.907466,62.528024
2449,pow,1.091741,1.191898
2452,pow,5.313531,28.233614
2455,pow,9.068478,82.237285
2459,pow,2.078028,4.318201
2462,pow,9.088856,82.607309
2465,pow,3.816441,14.565225
2469,pow,8.824759,77.876364
2473,pow,6.568604,43.146553
2475,pow,0.114009,0.012998
2478,pow,7.839748,61.461642
2481,pow,3.200075,10.240483
2484,pow,2.541775,6.460619
2487,pow,0.027183,0.000739
2489,pow,8.359063,69.873941
2490,pow,3.740038,13.987882
2493,pow,8.339481,69.546945
2496,pow,7.766458,60.317872
2499,pow,3.776434,14.261457
2502,pow,4.596521,21.128004
2504,pow,3.397282,11.541526
2508,pow,1.899886,3.609568
2511,pow,5.872678,34.488345
2515,pow,6.002810,36.033726
2517,pow,5.789149,33.514242
2519,pow,5.991358,35.896368
2522,pow,2.308016,5.326938
2526,pow,5.757975,33.154276
2529,pow,5.892128,34.717172
2531,pow,0.119452,0.014269
2534,pow,5.494961,30.194596
2537,pow,9.611065,92.372579
2540,pow,5.745244,33.007833
2542,pow,6.306635,39.773643
2545,pow,9.297794,86.448979
2548,pow,7.824078,61.216194
2549,pow,9.262605,85.795845
2552,pow,2.173590,4.724494
2555,pow,1.862793,3.469997
2559,pow,3.353254,11.244313
2561,pow,1.241846,1.542182
2563,pow,6.857890,47.030657
2566,pow,7.053363,49.749926
