Task ID,Task Type,Argument,Result
560,sqrt,1.920395,1.385783
563,sqrt,7.725257,2.779435
566,sqrt,9.065107,3.010832
569,sqrt,6.666444,2.581946
574,sqrt,4.344029,2.084233
578,sqrt,3.229841,1.797176
580,sqrt,9.167954,3.027863
584,sqrt,3.387538,1.840527
587,sqrt,1.845394,1.358453
590,sqrt,6.983893,2.642706
593,sqrt,3.525351,1.877592
595,sqrt,5.581394,2.362497
597,sqrt,6.262089,2.502417
600,sqrt,6.781622,2.604155
604,sqrt,6.459092,2.541474
605,sqrt,8.404557,2.899061
609,sqrt,5.636791,2.374193
613,sqrt,3.704106,1.924605
617,sqrt,8.092054,2.844654
621,sqrt,6.418842,2.533543
625,sqrt,7.849292,2.801659
628,sqrt,7.035953,2.652537
631,sqrt,5.928365,2.434823
634,sqrt,0.750845,0.866513
636,sqrt,3.455797,1.858977
638,sqrt,2.618494,1.618176
644,sqrt,0.009106,0.095425
647,sqrt,0.940458,0.969772
651,sqrt,2.633461,1.622794
655,sqrt,3.541360,1.881850
658,sqrt,6.933485,2.633151
662,sqrt,7.722987,2.779026
666,sqrt,5.313146,2.305026
669,sqrt,5.309273,2.304186
672,sqrt,2.793963,1.671515
676,sqrt,6.927309,2.631978
679,sqrt,7.388386,2.718159
682,sqrt,7.933036,2.816565
691,sqrt,4.131984,2.032728
701,sqrt,5.678030,2.382862
704,sqrt,5.765172,2.401077
707,sqrt,9.577390,3.094736
711,sqrt,3.884426,1.970895
713,sqrt,4.611182,2.147366
718,sqrt,0.703569,0.838790
721,sqrt,2.819926,1.679263
724,sqrt,1.657878,1.287586
727,sqrt,5.624539,2.371611
732,sqrt,6.810966,2.609783
735,sqrt,6.069490,2.463633
738,sqrt,0.917505,0.957865
741,sqrt,4.418818,2.102099
746,sqrt,8.980581,2.996762
749,sqrt,1.791550,1.338488
752,sqrt,6.426456,2.535046
756,sqrt,7.814702,2.795479
760,sqrt,7.470555,2.733232
762,sqrt,8.091419,2.844542
766,sqrt,2.321856,1.523764
770,sqrt,0.857277,0.925892
775,sqrt,0.191754,0.437897
779,sqrt,7.381580,2.716906
781,sqrt,3.373309,1.836657
785,sqrt,3.494185,1.869274
788,sqrt,4.243420,2.059956
793,sqrt,9.831071,3.135454
797,sqrt,6.796856,2.607078
800,sqrt,3.033242,1.741620
803,sqrt,1.666520,1.290938
807,sqrt,5.101542,2.258659
811,sqrt,1.098755,1.048215
812,sqrt,4.057838,2.014408
814,sqrt,2.778257,1.666810
817,sqrt,5.643545,2.375615
819,sqrt,1.144707,1.069910
821,sqrt,3.833157,1.957845
825,sqrt,1.501223,1.225244
829,sqrt,5.510680,2.347484
832,sqrt,3.597988,1.896836
835,sqrt,8.841822,2.973520
837,sqrt,2.414717,1.553936
841,sqrt,7.233737,2.689561
843,sqrt,3.414508,1.847839
846,sqrt,3.036515,1.742560
848,sqrt,7.190812,2.681569
851,sqrt,3.207721,1.791011
852,sqrt,6.496271,2.548778
855,sqrt,4.637515,2.153489
861,sqrt,0.946340,0.972800
863,sqrt,4.590980,2.142657
866,sqrt,2.989840,1.729115
867,sqrt,5.233026,2.287581
870,sqrt,8.711315,2.951494
873,sqrt,5.418255,2.327714
874,sqrt,3.309168,1.819112
879,sqrt,1.122176,1.059328
883,sqrt,3.915582,1.978783
885,sqrt,4.746731,2.178699
887,sqrt,7.099439,2.664477
889,sqrt,6.833904,2.614174
891,sqrt,3.594548,1.895929
894,sqrt,8.878748,2.979723
897,sqrt,4.965306,2.228297
900,sqrt,8.805059,2.967332
901,sqrt,1.232164,1.110029
903,sqrt,2.862430,1.691872
905,sqrt,9.728195,3.119005
906,sqrt,0.706230,0.840375
909,sqrt,4.656850,2.157974
910,sqrt,8.012246,2.830591
913,sqrt,1.198515,1.094767
916,sqrt,7.204992,2.684212
917,sqrt,1.436429,1.198511
921,sqrt,0.199781,0.446968
924,sqrt,6.363803,2.522658
927,sqrt,5.220576,2.284858
931,sqrt,3.770690,1.941826
934,sqrt,2.419627,1.555515
937,sqrt,4.417317,2.101741
940,sqrt,6.481833,2.545944
944,sqrt,1.643482,1.281984
948,sqrt,3.753345,1.937355
952,sqrt,4.301761,2.074069
955,sqrt,0.509343,0.713683
957,sqrt,5.382123,2.319940
960,sqrt,4.322375,2.079032
962,sqrt,0.053858,0.232074
966,sqrt,3.972949,1.993226
968,sqrt,2.071763,1.439362
973,sqrt,9.661450,3.108287
977,sqrt,0.878412,0.937236
981,sqrt,5.631010,2.372975
985,sqrt,6.156272,2.481184
988,sqrt,8.424405,2.902483
990,sqrt,7.956607,2.820746
993,sqrt,0.819209,0.905102
996,sqrt,2.735517,1.653940
1000,sqrt,2.311387,1.520325
1002,sqrt,3.059701,1.749200
1004,sqrt,8.357330,2.890905
1006,sqrt,3.737761,1.933329
1009,sqrt,4.290732,2.071408
1012,sqrt,8.108892,2.847612
1015,sqrt,6.438622,2.537444
1018,sqrt,5.206263,2.281724
1022,sqrt,7.542106,2.746289
1025,sqrt,0.542947,0.736850
1027,sqrt,4.498318,2.120924
1031,sqrt,8.980813,2.996801
1034,sqrt,4.289027,2.070997
1037,sqrt,6.061751,2.462062
1040,sqrt,9.500536,3.082294
1042,sqrt,1.312240,1.145530
1046,sqrt,7.526364,2.743422
1049,sqrt,2.817333,1.678491
1052,sqrt,7.186825,2.680825
1056,sqrt,3.221421,1.794832
1059,sqrt,6.364463,2.522789
1063,sqrt,4.592336,2.142974
1065,sqrt,8.788653,2.964566
1068,sqrt,4.723705,2.173409
1072,sqrt,1.665670,1.290608
1074,sqrt,6.368183,2.523526
1078,sqrt,3.637417,1.907201
1081,sqrt,7.298264,2.701530
1084,sqrt,2.787765,1.669660
1086,sqrt,2.493003,1.578925
1089,sqrt,7.726298,2.779622
1092,sqrt,0.684999,0.827647
1094,sqrt,7.748641,2.783638
1097,sqrt,0.027569,0.166038
1100,sqrt,6.461652,2.541978
1103,sqrt,4.570441,2.137859
1107,sqrt,5.574263,2.360988
1111,sqrt,1.609966,1.268845
1113,sqrt,9.628991,3.103062
1115,sqrt,2.727387,1.651480
1118,sqrt,0.369356,0.607747
1121,sqrt,0.864638,0.929859
1124,sqrt,7.465515,2.732309
1127,sqrt,9.895686,3.145741
1130,sqrt,2.811448,1.676737
1132,sqrt,8.007932,2.829829
1135,sqrt,7.826061,2.797510
1137,sqrt,4.305791,2.075040
1140,sqrt,2.101473,1.449646
1146,sqrt,6.220403,2.494074
1149,sqrt,0.038396,0.195949
1152,sqrt,6.075000,2.464752
1155,sqrt,5.392255,2.322123
1158,sqrt,5.627368,2.372207
1160,sqrt,0.384274,0.619898
1163,sqrt,7.829317,2.798092
1165,sqrt,4.832103,2.198205
1168,sqrt,9.752282,3.122864
1172,sqrt,2.976763,1.725330
1174,sqrt,0.501957,0.708489
1177,sqrt,6.804859,2.608613
1179,sqrt,9.900596,3.146521
1180,sqrt,5.700217,2.387513
1183,sqrt,7.405773,2.721355
1184,sqrt,1.793514,1.339221
1187,sqrt,2.581091,1.606578
1191,sqrt,5.683604,2.384031
1193,sqrt,0.384104,0.619761
1195,sqrt,1.551727,1.245683
1197,sqrt,6.854488,2.618108
1201,sqrt,4.779434,2.186192
1203,sqrt,2.514447,1.585701
1207,sqrt,5.857349,2.420196
1210,sqrt,0.122049,0.349355
1212,sqrt,4.888957,2.211099
1215,sqrt,5.051337,2.247518
1218,sqrt,0.031058,0.176233
1221,sqrt,3.243422,1.800950
1224,sqrt,3.455818,1.858983
1227,sqrt,1.524398,1.234665
1229,sqrt,2.072973,1.439782
1233,sqrt,2.761749,1.661851
1236,sqrt,7.377367,2.716131
1240,sqrt,3.747310,1.935797
1243,sqrt,3.497424,1.870140
1245,sqrt,5.535888,2.352847
1247,sqrt,6.068650,2.463463
1250,sqrt,4.020245,2.005055
1253,sqrt,0.517448,0.719338
1255,sqrt,5.638626,2.374579
1258,sqrt,4.334760,2.082009
1261,sqrt,1.066219,1.032579
1265,sqrt,5.275713,2.296892
1267,sqrt,9.937550,3.152388
1269,sqrt,6.247555,2.499511
1272,sqrt,7.878343,2.806839
1273,sqrt,0.510454,0.714461
1277,sqrt,1.305664,1.142656
1279,sqrt,6.623791,2.573673
1283,sqrt,3.655637,1.911972
1287,sqrt,7.752066,2.784253
1290,sqrt,8.906536,2.984382
1292,sqrt,0.721487,0.849404
1295,sqrt,9.824667,3.134432
1298,sqrt,3.791221,1.947106
1300,sqrt,2.756439,1.660253
1304,sqrt,9.186100,3.030858
1307,sqrt,6.752882,2.598631
1310,sqrt,3.099900,1.760653
1313,sqrt,8.400106,2.898294
1317,sqrt,2.894543,1.701336
1320,sqrt,7.760623,2.785789
1323,sqrt,3.282900,1.811877
1328,sqrt,5.512702,2.347914
1329,sqrt,3.372306,1.836384
1332,sqrt,2.404516,1.550650
1335,sqrt,7.706027,2.775973
1338,sqrt,7.521928,2.742613
1340,sqrt,2.016039,1.419873
1342,sqrt,4.691727,2.166039
1344,sqrt,2.194873,1.481510
1348,sqrt,6.976493,2.641305
1351,sqrt,3.178545,1.782848
1354,sqrt,3.026749,1.739756
1355,sqrt,0.319847,0.565550
1361,sqrt,0.755325,0.869095
1363,sqrt,6.341198,2.518174
1366,sqrt,6.820677,2.611643
1369,sqrt,4.356399,2.087199
1371,sqrt,4.492237,2.119490
1374,sqrt,1.617725,1.271898
1376,sqrt,6.703228,2.589059
1378,sqrt,8.606412,2.933669
1380,sqrt,8.339302,2.887785
1383,sqrt,6.088204,2.467429
1389,sqrt,4.356480,2.087218
1392,sqrt,7.014483,2.648487
1394,sqrt,8.124115,2.850283
1396,sqrt,5.456305,2.335874
1399,sqrt,6.410673,2.531931
1401,sqrt,1.162340,1.078119
1404,sqrt,5.405838,2.325046
1406,sqrt,6.633010,2.575463
1409,sqrt,9.930254,3.151231
1413,sqrt,9.970673,3.157637
1417,sqrt,9.686710,3.112348
1421,sqrt,5.877472,2.424350
1424,sqrt,9.692996,3.113358
1427,sqrt,4.844254,2.200967
1430,sqrt,9.018089,3.003013
1433,sqrt,8.248984,2.872104
1435,sqrt,9.479501,3.078880
1440,sqrt,8.003539,2.829053
1445,sqrt,4.892560,2.211913
1449,sqrt,9.487458,3.080172
1452,sqrt,8.238382,2.870258
1456,sqrt,8.028082,2.833387
1460,sqrt,5.706362,2.388799
1463,sqrt,1.613561,1.270260
1466,sqrt,6.880881,2.623143
1467,sqrt,0.563827,0.750884
1471,sqrt,3.318317,1.821625
1474,sqrt,8.906656,2.984402
1478,sqrt,0.110424,0.332301
1481,sqrt,6.131686,2.476224
1484,sqrt,9.363568,3.059995
1488,sqrt,0.252276,0.502271
1491,sqrt,1.632520,1.277701
1494,sqrt,5.817538,2.411957
1497,sqrt,4.483294,2.117379
1501,sqrt,5.618252,2.370285
1504,sqrt,2.508990,1.583979
1507,sqrt,0.578378,0.760512
1510,sqrt,8.658566,2.942544
1513,sqrt,2.183440,1.477647
1515,sqrt,0.061458,0.247907
1518,sqrt,0.051793,0.227581
1521,sqrt,5.693436,2.386092
1524,sqrt,5.381447,2.319795
1527,sqrt,6.541940,2.557722
1530,sqrt,5.432455,2.330763
1533,sqrt,6.062977,2.462311
1536,sqrt,1.163437,1.078628
1539,sqrt,7.980087,2.824905
1542,sqrt,8.394541,2.897333
1545,sqrt,0.039486,0.198711
1548,sqrt,7.944982,2.818684
1551,sqrt,0.956951,0.978239
1554,sqrt,5.023755,2.241373
1557,sqrt,1.889397,1.374553
1560,sqrt,8.317600,2.884025
1563,sqrt,1.252633,1.119211
1566,sqrt,5.853555,2.419412
1570,sqrt,3.951979,1.987959
1572,sqrt,7.633928,2.762956
1575,sqrt,3.954144,1.988503
1577,sqrt,5.393148,2.322315
1582,sqrt,4.461074,2.112125
1585,sqrt,0.948309,0.973812
1588,sqrt,1.213857,1.101752
1591,sqrt,2.419059,1.555332
1595,sqrt,7.740610,2.782195
1598,sqrt,3.960503,1.990101
1602,sqrt,5.837784,2.416151
1605,sqrt,9.737993,3.120576
1608,sqrt,6.843320,2.615974
1610,sqrt,8.405464,2.899218
1614,sqrt,3.158859,1.777318
1617,sqrt,4.518782,2.125743
1621,sqrt,8.956509,2.992743
1624,sqrt,1.445317,1.202213
1627,sqrt,9.154890,3.025705
1630,sqrt,9.001362,3.000227
1633,sqrt,0.271405,0.520965
1636,sqrt,5.364265,2.316088
1639,sqrt,8.924414,2.987376
1646,sqrt,3.123146,1.767243
1649,sqrt,1.255537,1.120508
1652,sqrt,0.293388,0.541653
1655,sqrt,3.083743,1.756059
1660,sqrt,3.344196,1.828714
1663,sqrt,6.279734,2.505940
1666,sqrt,8.900672,2.983399
1669,sqrt,2.781030,1.667642
1672,sqrt,1.572395,1.253952
1675,sqrt,5.091333,2.256398
1678,sqrt,3.584901,1.893384
1681,sqrt,9.418894,3.069022
1683,sqrt,7.756597,2.785067
1687,sqrt,3.882136,1.970314
1690,sqrt,3.473022,1.863605
1695,sqrt,1.895857,1.376901
1698,sqrt,2.985554,1.727876
1701,sqrt,4.827305,2.197113
1705,sqrt,1.300434,1.140366
1709,sqrt,4.707423,2.169660
1713,sqrt,5.518146,2.349074
1716,sqrt,9.436231,3.071845
1723,sqrt,1.811802,1.346032
1726,sqrt,7.625117,2.761361
1731,sqrt,9.800048,3.130503
1734,sqrt,3.954308,1.988544
1738,sqrt,3.360181,1.833080
1741,sqrt,2.461882,1.569038
1746,sqrt,4.339182,2.083070
1750,sqrt,6.771558,2.602222
1754,sqrt,3.640539,1.908020
1757,sqrt,6.553724,2.560024
1759,sqrt,1.515253,1.230956
1763,sqrt,7.732271,2.780696
1766,sqrt,0.362896,0.602409
1769,sqrt,6.180386,2.486038
1772,sqrt,0.234224,0.483967
1775,sqrt,4.380943,2.093070
1778,sqrt,3.420345,1.849417
1781,sqrt,5.596584,2.365710
1785,sqrt,9.502310,3.082582
1790,sqrt,7.179439,2.679448
1793,sqrt,8.926606,2.987743
1795,sqrt,5.834156,2.415400
1798,sqrt,0.476663,0.690408
1801,sqrt,2.229285,1.493079
1804,sqrt,5.939868,2.437184
1807,sqrt,9.700931,3.114632
1810,sqrt,6.297950,2.509572
1814,sqrt,5.661516,2.379394
1816,sqrt,5.268797,2.295386
1819,sqrt,7.049170,2.655027
1823,sqrt,8.997404,2.999567
1828,sqrt,5.745861,2.397053
1832,sqrt,0.344915,0.587295
1835,sqrt,3.877200,1.969061
1837,sqrt,5.607975,2.368116
1840,sqrt,3.848006,1.961633
1844,sqrt,1.771336,1.330915
1847,sqrt,6.689821,2.586469
1850,sqrt,4.672473,2.161590
1854,sqrt,8.049780,2.837213
1857,sqrt,5.317913,2.306060
1860,sqrt,9.470425,3.077406
1865,sqrt,8.997119,2.999520
1868,sqrt,8.725669,2.953924
1870,sqrt,8.873430,2.978830
1872,sqrt,9.091811,3.015263
1875,sqrt,1.143382,1.069291
1880,sqrt,7.121974,2.668703
1886,sqrt,8.360387,2.891433
1890,sqrt,1.496522,1.223324
1896,sqrt,7.892653,2.809387
1900,sqrt,5.614268,2.369445
1903,sqrt,9.646486,3.105879
1906,sqrt,0.313912,0.560278
1910,sqrt,4.372418,2.091033
1913,sqrt,8.778380,2.962833
1918,sqrt,4.690462,2.165747
1921,sqrt,2.400487,1.549351
1924,sqrt,6.133819,2.476655
1927,sqrt,3.150371,1.774928
1930,sqrt,7.479191,2.734811
1933,sqrt,6.979032,2.641786
1937,sqrt,3.950752,1.987650
1941,sqrt,0.223895,0.473175
1943,sqrt,7.012011,2.648020
1945,sqrt,7.794474,2.791859
1949,sqrt,1.944685,1.394519
1952,sqrt,7.208358,2.684838
1955,sqrt,1.304586,1.142185
1957,sqrt,9.781524,3.127543
1960,sqrt,0.536761,0.732640
1963,sqrt,9.219664,3.036390
1966,sqrt,1.438395,1.199331
1971,sqrt,9.054619,3.009089
1975,sqrt,5.261971,2.293899
1978,sqrt,3.591426,1.895106
1983,sqrt,0.204491,0.452207
1986,sqrt,6.504788,2.550449
1989,sqrt,4.799775,2.190839
1992,sqrt,0.804603,0.896997
1995,sqrt,2.086431,1.444448
1999,sqrt,7.281128,2.698357
2002,sqrt,9.636953,3.104344
2005,sqrt,8.160400,2.856641
2008,sqrt,6.834522,2.614292
2011,sqrt,1.392692,1.180124
2014,sqrt,9.270956,3.044825
2016,sqrt,5.870090,2.422827
2019,sqrt,2.621492,1.619102
2022,sqrt,1.209289,1.099677
2025,sqrt,0.873068,0.934381
2026,sqrt,0.906544,0.952126
2028,sqrt,9.061876,3.010295
2031,sqrt,2.554683,1.598338
2034,sqrt,2.376391,1.541555
2038,sqrt,8.845746,2.974180
2042,sqrt,5.032173,2.243250
2046,sqrt,3.643825,1.908881
2049,sqrt,7.135569,2.671249
2052,sqrt,7.397711,2.719873
2053,sqrt,7.971514,2.823387
2056,sqrt,5.045056,2.246120
2059,sqrt,5.111726,2.260913
2062,sqrt,3.628952,1.904981
2064,sqrt,2.423449,1.556743
2067,sqrt,2.838154,1.684682
2070,sqrt,0.116104,0.340740
2073,sqrt,2.653201,1.628865
2076,sqrt,7.754117,2.784622
2079,sqrt,2.778849,1.666988
2082,sqrt,1.307305,1.143374
2086,sqrt,4.627236,2.151101
2089,sqrt,4.287872,2.070718
2092,sqrt,3.056509,1.748287
2095,sqrt,9.107554,3.017872
2098,sqrt,5.790434,2.406332
2101,sqrt,8.511078,2.917375
2104,sqrt,9.465879,3.076667
2107,sqrt,4.922260,2.218617
2110,sqrt,5.203949,2.281216
2114,sqrt,4.371296,2.090764
2117,sqrt,2.354040,1.534288
2121,sqrt,1.952192,1.397209
2124,sqrt,3.079685,1.754903
2127,sqrt,8.972428,2.995401
2130,sqrt,4.641111,2.154324
2133,sqrt,5.819009,2.412262
2136,sqrt,0.771319,0.878248
2139,sqrt,1.199010,1.094993
2142,sqrt,5.634674,2.373747
2145,sqrt,8.577439,2.928727
2149,sqrt,4.008619,2.002154
2153,sqrt,1.527925,1.236093
2156,sqrt,1.899290,1.378147
2159,sqrt,3.709309,1.925957
2163,sqrt,9.530036,3.087076
2168,sqrt,6.831116,2.613640
2171,sqrt,4.449383,2.109356
2174,sqrt,2.992446,1.729869
2177,sqrt,3.574584,1.890657
2181,sqrt,5.403409,2.324523
2183,sqrt,0.488049,0.698605
2187,sqrt,5.668576,2.380877
2190,sqrt,5.732435,2.394250
2195,sqrt,5.497961,2.344773
2198,sqrt,8.275624,2.876738
2201,sqrt,8.484029,2.912736
2204,sqrt,2.888129,1.699450
2207,sqrt,8.882982,2.980433
2210,sqrt,8.984391,2.997397
2213,sqrt,1.259076,1.122086
2216,sqrt,7.985763,2.825909
2220,sqrt,3.925462,1.981278
2223,sqrt,7.474559,2.733964
2227,sqrt,6.415623,2.532908
2230,sqrt,8.819184,2.969711
2233,sqrt,1.045662,1.022576
2237,sqrt,8.766964,2.960906
2240,sqrt,7.150011,2.673950
2242,sqrt,8.821807,2.970153
2246,sqrt,5.289704,2.299936
2249,sqrt,5.626202,2.371962
2252,sqrt,7.905344,2.811644
2254,sqrt,5.113385,2.261279
2257,sqrt,2.310091,1.519898
2262,sqrt,0.475549,0.689601
2265,sqrt,7.185229,2.680528
2268,sqrt,6.418726,2.533520
2271,sqrt,0.748253,0.865016
2275,sqrt,7.464834,2.732185
2278,sqrt,4.312190,2.076581
2281,sqrt,6.966364,2.639387
2284,sqrt,9.459314,3.075600
2285,sqrt,4.316597,2.077642
2289,sqrt,1.736876,1.317906
2291,sqrt,7.907405,2.812011
2294,sqrt,9.296191,3.048966
2297,sqrt,2.226827,1.492256
2299,sqrt,3.764840,1.940319
2302,sqrt,9.199620,3.033088
2304,sqrt,5.906981,2.430428
2308,sqrt,6.218779,2.493748
2311,sqrt,0.155201,0.393956
2313,sqrt,6.221412,2.494276
2317,sqrt,6.692989,2.587081
2320,sqrt,3.395505,1.842689
2322,sqrt,8.694735,2.948684
2327,sqrt,4.136187,2.033762
2331,sqrt,4.757145,2.181088
2334,sqrt,0.016039,0.126644
2337,sqrt,9.835020,3.136083
2340,sqrt,7.505141,2.739551
2344,sqrt,5.598653,2.366147
2351,sqrt,9.738216,3.120612
2354,sqrt,8.278545,2.877246
2357,sqrt,2.282856,1.510912
2360,sqrt,5.351207,2.313268
2365,sqrt,3.745660,1.935371
2368,sqrt,5.777531,2.403649
2372,sqrt,5.884098,2.425716
2374,sqrt,2.702285,1.643863
2377,sqrt,0.909908,0.953891
2380,sqrt,8.125027,2.850443
2385,sqrt,6.483953,2.546361
2388,sqrt,4.059122,2.014726
2392,sqrt,0.782746,0.884729
2397,sqrt,5.022526,2.241099
2400,sqrt,8.962750,2.993785
2404,sqrt,6.323538,2.514665
2406,sqrt,1.412924,1.188665
2408,sqrt,6.870592,2.621181
2411,sqrt,1.763992,1.328154
2414,sqrt,5.179996,2.275960
2417,sqrt,1.814235,1.346935
2420,sqrt,1.003587,1.001792
2423,sqrt,7.306053,2.702971
2426,sqrt,8.092197,2.844679
2430,sqrt,6.736280,2.595435
2433,sqrt,4.074197,2.018464
2435,sqrt,4.479705,2.116531
2438,sqrt,8.695105,2.948746
2441,sqrt,3.143234,1.772917
2445,sqrt,7.202432,2.683735
2450,sqrt,2.541996,1.594364
2453,sqrt,3.452671,1.858136
2457,sqrt,3.517930,1.875615
2460,sqrt,6.904581,2.627657
2461,sqrt,3.244161,1.801156
2463,sqrt,4.940248,2.222667
2467,sqrt,7.714570,2.777511
2470,sqrt,8.571473,2.927708
2472,sqrt,6.598649,2.568784
2476,sqrt,2.886129,1.698861
2480,sqrt,6.043986,2.458452
2483,sqrt,0.793056,0.890537
2486,sqrt,5.545378,2.354863
2492,sqrt,0.938736,0.968884
2495,sqrt,1.873321,1.368693
2498,sqrt,2.575285,1.604770
2501,sqrt,7.396651,2.719679
2505,sqrt,3.179458,1.783103
2507,sqrt,2.356072,1.534950
2510,sqrt,3.481185,1.865793
